22:44:54 | probe[finetune_1pct/vit_small] | INFO | [finetune_1pct] epoch 002/30 | train_loss 2.1539 train_acc 0.2309 | val_loss 1.8415 val_acc 0.4509
22:44:56 | probe[finetune_1pct/vit_small] | INFO | [finetune_1pct] epoch 003/30 | train_loss 1.7718 train_acc 0.5006 | val_loss 1.4992 val_acc 0.6453
22:44:59 | probe[finetune_1pct/vit_small] | INFO | [finetune_1pct] epoch 004/30 | train_loss 1.4659 train_acc 0.6304 | val_loss 1.2084 val_acc 0.7210
22:45:01 | probe[finetune_1pct/vit_small] | INFO | [finetune_1pct] epoch 005/30 | train_loss 1.1685 train_acc 0.7259 | val_loss 0.9561 val_acc 0.8039
22:45:03 | probe[finetune_1pct/vit_small] | INFO | [finetune_1pct] epoch 006/30 | train_loss 0.9556 train_acc 0.7880 | val_loss 0.7578 val_acc 0.8585
22:45:05 | probe[finetune_1pct/vit_small] | INFO | [finetune_1pct] epoch 007/30 | train_loss 0.7639 train_acc 0.8457 | val_loss 0.6096 val_acc 0.8778
22:45:08 | probe[finetune_1pct/vit_small] | INFO | [finetune_1pct] epoch 008/30 | train_loss 0.6229 train_acc 0.8668 | val_loss 0.5062 val_acc 0.8853
22:45:10 | probe[finetune_1pct/vit_small] | INFO | [finetune_1pct] epoch 009/30 | train_loss 0.5247 train_acc 0.8735 | val_loss 0.4300 val_acc 0.8937
22:45:12 | probe[finetune_1pct/vit_small] | INFO | [finetune_1pct] epoch 010/30 | train_loss 0.4393 train_acc 0.8968 | val_loss 0.3770 val_acc 0.9038
22:45:15 | probe[finetune_1pct/vit_small] | INFO | [finetune_1pct] epoch 011/30 | train_loss 0.3866 train_acc 0.9034 | val_loss 0.3350 val_acc 0.9118
22:45:17 | probe[finetune_1pct/vit_small] | INFO | [finetune_1pct] epoch 012/30 | train_loss 0.3355 train_acc 0.9123 | val_loss 0.3023 val_acc 0.9176
22:45:19 | probe[finetune_1pct/vit_small] | INFO | [finetune_1pct] epoch 013/30 | train_loss 0.2951 train_acc 0.9190 | val_loss 0.2780 val_acc 0.9244
22:45:21 | probe[finetune_1pct/vit_small] | INFO | [finetune_1pct] epoch 014/30 | train_loss 0.2707 train_acc 0.9367 | val_loss 0.2596 val_acc 0.9288
22:45:24 | probe[finetune_1pct/vit_small] | INFO | [finetune_1pct] epoch 015/30 | train_loss 0.2538 train_acc 0.9301 | val_loss 0.2460 val_acc 0.9310
22:45:26 | probe[finetune_1pct/vit_small] | INFO | [finetune_1pct] epoch 016/30 | train_loss 0.2401 train_acc 0.9356 | val_loss 0.2374 val_acc 0.9324
22:45:28 | probe[finetune_1pct/vit_small] | INFO | [finetune_1pct] epoch 017/30 | train_loss 0.2281 train_acc 0.9445 | val_loss 0.2300 val_acc 0.9350
22:45:31 | probe[finetune_1pct/vit_small] | INFO | [finetune_1pct] epoch 018/30 | train_loss 0.2144 train_acc 0.9412 | val_loss 0.2227 val_acc 0.9358
22:45:33 | probe[finetune_1pct/vit_small] | INFO | [finetune_1pct] epoch 019/30 | train_loss 0.1996 train_acc 0.9423 | val_loss 0.2155 val_acc 0.9368
22:45:35 | probe[finetune_1pct/vit_small] | INFO | [finetune_1pct] epoch 020/30 | train_loss 0.2029 train_acc 0.9445 | val_loss 0.2091 val_acc 0.9375
22:45:37 | probe[finetune_1pct/vit_small] | INFO | [finetune_1pct] epoch 021/30 | train_loss 0.1828 train_acc 0.9534 | val_loss 0.2055 val_acc 0.9380
22:45:40 | probe[finetune_1pct/vit_small] | INFO | [finetune_1pct] epoch 022/30 | train_loss 0.1959 train_acc 0.9534 | val_loss 0.2032 val_acc 0.9387
22:45:42 | probe[finetune_1pct/vit_small] | INFO | [finetune_1pct] epoch 023/30 | train_loss 0.1877 train_acc 0.9489 | val_loss 0.2019 val_acc 0.9390
22:45:45 | probe[finetune_1pct/vit_small] | INFO | [finetune_1pct] epoch 024/30 | train_loss 0.1766 train_acc 0.9489 | val_loss 0.2012 val_acc 0.9390
22:45:47 | probe[finetune_1pct/vit_small] | INFO | [finetune_1pct] epoch 025/30 | train_loss 0.1757 train_acc 0.9600 | val_loss 0.2007 val_acc 0.9390
22:45:49 | probe[finetune_1pct/vit_small] | INFO | [finetune_1pct] epoch 026/30 | train_loss 0.1963 train_acc 0.9445 | val_loss 0.2004 val_acc 0.9389
22:45:51 | probe[finetune_1pct/vit_small] | INFO | [finetune_1pct] epoch 027/30 | train_loss 0.1694 train_acc 0.9623 | val_loss 0.2001 val_acc 0.9392
22:45:53 | probe[finetune_1pct/vit_small] | INFO | [finetune_1pct] epoch 028/30 | train_loss 0.1668 train_acc 0.9534 | val_loss 0.1999 val_acc 0.9392
22:45:55 | probe[finetune_1pct/vit_small] | INFO | [finetune_1pct] epoch 029/30 | train_loss 0.1735 train_acc 0.9545 | val_loss 0.1997 val_acc 0.9392
22:45:57 | probe[finetune_1pct/vit_small] | INFO | [finetune_1pct] epoch 030/30 | train_loss 0.1734 train_acc 0.9556 | val_loss 0.1996 val_acc 0.9392
22:45:57 | probe[finetune_1pct/vit_small] | INFO | [finetune_1pct] done in 00:01:08 | best val_acc 0.9392
22:45:59 | eval[supervised-vit_small/vit_small] | INFO | Low-shot 1.0% (n=901) -> test acc 0.8674 | bal-acc 0.8224 | f1-macro 0.8130
22:45:59 | eval[supervised-vit_small/vit_small] | INFO | Downstream evaluation complete.
